Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,year,region,type_encoded
2016-12-18,0.95,4922621,1575318,1774200,90983,1482118,1313839,135367,32911,2016,California,0
2016-12-11,0.9,5526646,1638639,2137290,96836,1653880,1451475,177399,25004,2016,California,0
2016-12-04,0.98,5062952,1916640,1449671,86152,1610487,1553052,27829,29605,2016,California,0
2016-11-27,1.21,4185900,1508446,1313000,81897,1282555,1202939,49696,29919,2016,California,0
2016-11-20,1.32,4253815,1513797,1394929,93901,1251188,1161049,61429,28709,2016,California,0
2016-11-13,1.48,3848128,1326907,1367684,112541,1040994,952497,60542,27954,2016,California,0
2016-11-06,1.68,3395058,1111431,1333386,120964,829275,763934,35997,29342,2016,California,0
2016-10-30,1.68,3139833,1126017,1186843,92064,734907,686375,25241,23290,2016,California,0
2016-10-23,1.39,3899040,1397559,1129206,82276,1289998,1201528,55799,32670,2016,California,0
2016-10-16,1.4,4878037,1635631,1600568,108458,1533380,1423671,73117,36591,2016,California,0
2016-10-09,1.34,5375978,2021375,1750074,123430,1481098,1379624,74894,26579,2016,California,0
2016-10-02,1.19,5652496,2359102,1664176,121961,1507256,1420423,58294,28538,2016,California,0
2016-09-25,1.15,6075588,2357903,1924933,117423,1675327,1583961,53653,37712,2016,California,0
2016-09-18,1.22,5471565,1888694,1934688,112714,1535467,1434869,59481,41117,2016,California,0
2016-09-11,1.12,6059764,2297601,1976499,114241,1671421,1576949,66072,28399,2016,California,0
2016-09-04,1.08,6681646,2501655,2179345,107653,1892992,1819641,47476,25873,2016,California,0
2016-08-28,0.99,6696300,2683109,1878139,133979,2001071,1924479,46601,29990,2016,California,0
2016-08-21,1.05,6308000,2646367,1712067,171379,1778186,1679257,61139,37788,2016,California,0
2016-08-14,1.07,6538335,2200099,2538994,218247,1580994,1476927,73032,31034,2016,California,0
2016-08-07,1.17,6144827,2152079,2039791,211671,1741285,1616257,89290,35738,2016,California,0
2016-07-31,1.22,5947160,1922055,2069409,244730,1710964,1581210,95425,34328,2016,California,0
2016-07-24,1.2,6104047,2019596,2147541,302735,1634174,1526433,82025,25714,2016,California,0
2016-07-17,1.14,6200613,2196723,2037093,278664,1688132,1563978,97434,26718,2016,California,0
2016-07-10,1.08,6721690,2399360,2117397,292540,1912392,1771309,107540,33541,2016,California,0
2016-07-03,1.1,7087455,2409025,2439611,356022,1882795,1722082,119871,40842,2016,California,0
2016-06-26,1.03,6407277,2333532,1967324,328206,1778214,1641400,107903,28909,2016,California,0
2016-06-19,1.06,6528056,2409003,2045112,319711,1754229,1622056,101882,30289,2016,California,0
2016-06-12,1.01,6506234,2597934,1869930,328653,1709716,1571460,110755,27501,2016,California,0
2016-06-05,0.94,7365675,2921963,2131717,373358,1938636,1739147,171241,28247,2016,California,0
2016-05-29,0.98,6700986,2522305,2097509,341992,1739179,1546212,160781,32186,2016,California,0
2016-05-22,0.9,6501981,2238875,2178820,329737,1754547,1594507,129666,30374,2016,California,0
2016-05-15,0.97,6068872,2247484,1968268,353196,1499923,1325206,155366,19350,2016,California,0
2016-05-08,0.79,7808461,2716222,2615648,336387,2140203,1606311,508755,25136,2016,California,0
2016-05-01,0.75,7661483,2817406,2628579,291448,1924048,1421239,485685,17124,2016,California,0
2016-04-24,0.84,6933382,2507347,2355998,325242,1744793,1467255,257014,20523,2016,California,0
2016-04-17,0.93,6397813,2370403,1875909,382295,1769205,1659337,88790,21076,2016,California,0
2016-04-10,0.94,6509000,2248561,1958358,358015,1944064,1740557,183825,19681,2016,California,0
2016-04-03,0.93,6060843,1805555,2247248,334735,1673304,1454479,201547,17277,2016,California,0
2016-03-27,0.93,6603707,1935666,2149391,311356,2207293,1926353,259874,21064,2016,California,0
2016-03-20,0.91,6476206,1893617,2191468,299002,2092117,1883192,189928,18996,2016,California,0
2016-03-13,0.96,6017563,1750943,1855262,317337,2094020,1888085,186807,19126,2016,California,0
2016-03-06,0.92,6429870,1893787,1975668,325582,2234832,1981931,230048,22853,2016,California,0
2016-02-28,0.89,6588277,1873878,2020327,302210,2391861,2091747,282242,17870,2016,California,0
2016-02-21,0.89,6374019,1776499,2073957,267508,2256053,2073467,167309,15277,2016,California,0
2016-02-14,0.82,6807283,1998149,1974912,278558,2555662,2207054,333029,15578,2016,California,0
2016-02-07,0.7,10361698,2930343,3950852,424389,3056112,2693843,344774,17495,2016,California,0
2016-01-31,0.88,6506673,2126066,2069192,287234,2024180,1874982,134692,14505,2016,California,0
2016-01-24,0.88,6246380,1230068,2457751,272665,2285895,2122673,147881,15340,2016,California,0
2016-01-17,0.9,6000013,1653347,2336705,250106,1759854,1579233,162289,18330,2016,California,0
2016-01-10,0.87,6303406,1736168,2173554,261931,2131753,1793640,321613,16499,2016,California,0
2016-01-03,0.73,7730431,2315175,2856102,257268,2301885,1950428,340852,10604,2016,California,0
2016-12-25,1.25,155793,36125,50792,7324,61550,51247,10232,69,2016,Charlotte,0
2016-12-18,1.24,144634,35761,46276,7942,54652,44604,10048,0,2016,Charlotte,0
2016-12-11,1.33,145815,43744,40971,8696,52402,46293,6109,0,2016,Charlotte,0
2016-12-04,1.34,154742,39221,46285,9451,59783,48016,11766,0,2016,Charlotte,0
2016-11-27,1.54,131453,38976,34346,8265,49866,44005,5861,0,2016,Charlotte,0
2016-11-20,1.57,135608,44044,28907,13913,48742,42721,6021,0,2016,Charlotte,0
2016-11-13,1.64,144089,49399,26597,22714,45377,38436,6940,0,2016,Charlotte,0
2016-11-06,1.57,142095,36840,27501,25305,52447,45861,6586,0,2016,Charlotte,0
2016-10-30,1.58,142955,39376,29382,26881,47315,40258,6816,240,2016,Charlotte,0
2016-10-23,1.52,167741,54981,39749,20290,52719,47060,5658,0,2016,Charlotte,0
2016-10-16,1.39,190846,57529,56366,17531,59418,48823,10354,240,2016,Charlotte,0
2016-10-09,1.51,178235,43325,52189,19419,63300,54704,8596,0,2016,Charlotte,0
2016-10-02,1.48,178410,46364,52893,16736,62415,53332,8258,825,2016,Charlotte,0
2016-09-25,1.47,189131,54110,53593,17495,63931,55653,8278,0,2016,Charlotte,0
2016-09-18,1.43,182978,43116,54193,16563,69104,57456,11648,0,2016,Charlotte,0
2016-09-11,1.42,180989,34440,59554,17914,69079,61214,7860,5,2016,Charlotte,0
2016-09-04,1.33,204963,58888,56699,18659,70716,62373,7805,537,2016,Charlotte,0
2016-08-28,1.4,187984,54874,57122,15013,60974,58688,1906,380,2016,Charlotte,0
2016-08-21,1.38,193592,44006,62975,20731,65878,64095,1628,155,2016,Charlotte,0
2016-08-14,1.4,195250,39823,66724,23025,65677,60859,4817,0,2016,Charlotte,0
2016-08-07,1.43,196381,48639,64124,24178,59438,55636,3787,15,2016,Charlotte,0
2016-07-31,1.48,187969,39819,68964,24742,54443,50677,3330,435,2016,Charlotte,0
2016-07-24,1.46,193909,34250,68516,26839,64303,57524,3346,3432,2016,Charlotte,0
2016-07-17,1.43,196466,38199,69125,25756,63385,58481,3223,1680,2016,Charlotte,0
2016-07-10,1.26,233262,43387,79103,40460,70310,62603,4548,3157,2016,Charlotte,0
2016-07-03,1.2,233543,45220,72710,40378,75234,64809,8290,2135,2016,Charlotte,0
2016-06-26,1.28,200520,36686,68054,39268,56511,52290,3210,1010,2016,Charlotte,0
2016-06-19,1.21,238720,55097,77704,46282,59636,52830,4841,1964,2016,Charlotte,0
2016-06-12,1.25,209095,42196,74895,46176,45826,40822,3825,1178,2016,Charlotte,0
2016-06-05,1.25,209797,37431,77700,41412,53253,45859,6333,1061,2016,Charlotte,0
2016-05-29,1.21,235009,49747,92110,41274,51876,45120,6510,245,2016,Charlotte,0
2016-05-22,1.26,203492,37008,95769,20859,49855,45579,3940,335,2016,Charlotte,0
2016-05-15,1.12,215807,31853,103793,17607,62552,51589,10963,0,2016,Charlotte,0
2016-05-08,1.05,253622,55853,113811,18608,65349,57141,7275,931,2016,Charlotte,0
2016-05-01,1.04,249786,53589,112926,18934,64335,52070,12264,0,2016,Charlotte,0
2016-04-24,1.12,217385,31821,106492,18456,60615,48775,10957,883,2016,Charlotte,0
2016-04-17,1.14,212440,37150,100814,17305,57169,50673,5886,608,2016,Charlotte,0
2016-04-10,1.1,210587,39141,93571,16896,60978,48991,11986,0,2016,Charlotte,0
2016-04-03,1.12,192341,35648,87528,14614,54550,47755,6794,0,2016,Charlotte,0
2016-03-27,1.14,189944,32857,90916,15518,50651,45385,5266,0,2016,Charlotte,0
2016-03-20,1.15,205367,33581,101739,18631,51414,45426,5987,0,2016,Charlotte,0
2016-03-13,1.05,236131,39325,111943,22961,61899,50889,11010,0,2016,Charlotte,0
2016-03-06,1.09,208506,38805,98212,21768,49718,44120,5598,0,2016,Charlotte,0
2016-02-28,1.05,215161,35461,106914,19046,53739,43150,10588,0,2016,Charlotte,0
2016-02-21,1.07,193132,36397,86393,19834,50506,45927,4579,0,2016,Charlotte,0
2016-02-14,1.0,204110,45730,87862,18323,52194,44807,7387,0,2016,Charlotte,0
2016-02-07,0.8,325941,63128,160544,42056,60211,42529,17681,0,2016,Charlotte,0
2016-01-31,0.95,214135,36408,108723,25918,43084,35669,7414,0,2016,Charlotte,0
2016-01-24,0.92,207961,13436,110261,30644,53618,42136,11481,0,2016,Charlotte,0
2016-01-17,0.98,206778,29997,104174,29112,43493,37725,5767,0,2016,Charlotte,0
2016-01-10,0.95,196216,21275,94804,29602,50533,42015,8518,0,2016,Charlotte,0
2016-01-03,0.96,203961,42856,87749,31682,41673,38144,3529,0,2016,Charlotte,0
2016-12-25,1.22,616653,67145,352087,110167,87253,81570,955,4727,2016,Chicago,0
2016-12-18,1.18,631117,92760,363657,101491,73207,65277,1065,6864,2016,Chicago,0
2016-12-11,1.09,734954,84616,449932,103932,96473,87751,1102,7619,2016,Chicago,0
2016-12-04,1.27,624751,90157,372929,94496,67168,64475,621,2071,2016,Chicago,0
2016-11-27,1.1,581638,151462,291205,81651,57319,56501,797,20,2016,Chicago,0
2016-11-20,1.13,694873,134284,422382,80126,58079,55015,997,2066,2016,Chicago,0
2016-11-13,1.82,436710,34384,265006,73021,64297,63465,593,238,2016,Chicago,0
2016-11-06,2.07,376476,31206,224561,61665,59042,57803,1095,143,2016,Chicago,0
2016-10-30,2.07,375213,33564,226980,60260,54407,48140,1587,4679,2016,Chicago,0
2016-10-23,1.84,431274,46708,251074,68234,65255,55554,790,8911,2016,Chicago,0
2016-10-16,1.8,523682,52200,324240,75841,71399,61522,1047,8830,2016,Chicago,0
2016-10-09,1.82,515146,40105,314006,90031,71002,60216,968,9817,2016,Chicago,0
2016-10-02,1.83,509215,37926,311085,90495,69708,58004,530,11173,2016,Chicago,0
2016-09-25,1.8,553863,40600,337874,98808,76580,65665,744,10170,2016,Chicago,0
2016-09-18,1.7,600389,74368,340540,97900,87579,80619,802,6158,2016,Chicago,0
2016-09-11,1.67,635036,80472,355228,99520,99813,97150,2084,578,2016,Chicago,0
2016-09-04,1.6,670453,77981,415924,91323,85223,82376,2320,526,2016,Chicago,0
2016-08-28,1.6,621715,54971,373442,93288,100013,92533,4244,3235,2016,Chicago,0
2016-08-21,1.63,628099,62002,372918,87449,105728,102613,1582,1532,2016,Chicago,0
2016-08-14,1.67,626086,49617,371087,102966,102416,99833,2139,443,2016,Chicago,0
2016-08-07,1.68,644670,40121,385923,103402,115222,113969,262,991,2016,Chicago,0
2016-07-31,1.68,614939,38275,373205,97843,105614,104111,317,1185,2016,Chicago,0
2016-07-24,1.66,658913,42452,386821,109032,120606,113683,1819,5103,2016,Chicago,0
2016-07-17,1.51,717279,43789,425776,108230,139482,122026,12735,4721,2016,Chicago,0
2016-07-10,1.53,712080,52540,381030,150963,127546,118624,1894,7027,2016,Chicago,0
2016-07-03,1.23,974278,55651,584813,184518,149294,143295,378,5620,2016,Chicago,0
2016-06-26,1.18,860170,80280,499474,159812,120603,115880,457,4265,2016,Chicago,0
2016-06-19,1.2,882074,64899,550499,163027,103646,99766,1867,2013,2016,Chicago,0
2016-06-12,1.3,770843,50498,478335,140924,101084,98096,2213,773,2016,Chicago,0
2016-06-05,1.2,885602,31728,606701,145606,101565,96845,3216,1503,2016,Chicago,0
2016-05-29,1.15,958566,36554,642857,145363,133790,129034,3359,1396,2016,Chicago,0
2016-05-22,1.11,903864,36568,592064,145104,130127,121785,6544,1797,2016,Chicago,0
2016-05-15,1.04,930403,49039,609294,157984,114084,108571,4797,715,2016,Chicago,0
2016-05-08,0.97,974740,43166,612339,173293,145940,137880,4997,3061,2016,Chicago,0
2016-05-01,1.0,890281,39249,587919,155289,107823,101940,4166,1715,2016,Chicago,0
2016-04-24,1.08,879308,34134,592370,151281,101521,96823,4684,13,2016,Chicago,0
2016-04-17,1.08,913421,47878,619840,137009,108693,101842,4806,2044,2016,Chicago,0
2016-04-10,1.11,770661,49679,464981,153441,102558,91081,9926,1550,2016,Chicago,0
2016-04-03,1.15,712210,36211,457314,139240,79443,75467,3947,29,2016,Chicago,0
2016-03-27,0.9,865585,33748,600796,131467,99573,95288,4221,62,2016,Chicago,0
2016-03-20,1.11,770557,36017,514604,122807,97127,93973,3147,7,2016,Chicago,0
2016-03-13,1.0,823796,39540,569733,125901,88620,86428,2191,0,2016,Chicago,0
2016-03-06,1.13,809325,35309,557026,129160,87829,85606,2222,0,2016,Chicago,0
2016-02-28,1.15,780951,32414,522790,133067,92680,90777,1902,0,2016,Chicago,0
2016-02-21,1.09,752336,39220,483562,125838,103715,93141,10558,14,2016,Chicago,0
2016-02-14,1.0,803120,45558,501188,131202,125171,106296,18322,551,2016,Chicago,0
2016-02-07,0.82,1134049,68454,758581,155377,151635,129791,21748,95,2016,Chicago,0
2016-01-31,1.12,774091,35213,512608,132958,93310,92124,1186,0,2016,Chicago,0
2016-01-24,1.01,794029,23862,543471,136033,90661,88261,2400,0,2016,Chicago,0
2016-01-17,1.11,778412,35099,500623,139309,103379,87560,15802,16,2016,Chicago,0
2016-01-10,1.08,844277,44289,534404,143202,122380,82670,39333,376,2016,Chicago,0
2016-01-03,0.93,1009667,77301,656386,162054,113924,80769,21615,11540,2016,Chicago,0
2016-12-25,0.82,276387,2168,102227,970,171021,26984,144036,0,2016,CincinnatiDayton,0
2016-12-18,0.99,216881,2279,100542,1472,112586,23082,89485,18,2016,CincinnatiDayton,0
2016-12-11,0.77,268166,2474,101664,753,163273,21944,141290,38,2016,CincinnatiDayton,0
2016-12-04,0.7,356617,2443,132792,2845,218535,24193,194318,23,2016,CincinnatiDayton,0
2016-11-27,1.09,183176,1811,75977,690,104697,19930,84702,65,2016,CincinnatiDayton,0
2016-11-20,0.98,242174,2013,85407,853,153899,23679,130220,0,2016,CincinnatiDayton,0
2016-11-13,1.07,249072,2998,92084,899,153091,23980,129104,6,2016,CincinnatiDayton,0
2016-11-06,1.08,239233,2895,91902,1003,143431,16151,127193,86,2016,CincinnatiDayton,0
2016-10-30,1.02,241671,2125,89381,841,149323,11631,137691,0,2016,CincinnatiDayton,0
2016-10-23,0.96,273804,2790,94637,1181,175195,18785,156407,1,2016,CincinnatiDayton,0
2016-10-16,1.07,246801,6797,89324,1275,149403,32352,117051,0,2016,CincinnatiDayton,0
2016-10-09,1.01,276819,3166,100995,1223,171435,21810,149624,0,2016,CincinnatiDayton,0
2016-10-02,1.03,280396,3206,105492,1380,170316,22840,147472,3,2016,CincinnatiDayton,0
2016-09-25,1.09,268805,3821,112149,1396,151437,23812,127624,0,2016,CincinnatiDayton,0
2016-09-18,0.96,288857,6195,112907,1335,168419,30495,137923,0,2016,CincinnatiDayton,0
2016-09-11,1.04,266719,5370,122058,1567,137723,29123,108519,80,2016,CincinnatiDayton,0
2016-09-04,1.12,252059,3789,117600,2099,128570,25361,102794,415,2016,CincinnatiDayton,0
2016-08-28,1.13,259143,3862,126642,1683,126954,27933,97229,1790,2016,CincinnatiDayton,0
2016-08-21,1.07,256195,3838,118303,1922,132131,28706,102390,1035,2016,CincinnatiDayton,0
2016-08-14,1.03,274249,4691,125988,2661,140908,35321,105549,38,2016,CincinnatiDayton,0
2016-08-07,1.03,266196,5244,130022,3143,127786,27221,100553,11,2016,CincinnatiDayton,0
2016-07-31,1.07,254689,4322,129945,3804,116617,27836,88090,690,2016,CincinnatiDayton,0
2016-07-24,1.1,264194,4346,133484,7052,119310,25436,89695,4178,2016,CincinnatiDayton,0
2016-07-17,1.05,280542,5441,136098,6998,132003,25789,101973,4240,2016,CincinnatiDayton,0
2016-07-10,1.06,266811,4664,149184,6514,106448,23189,78560,4698,2016,CincinnatiDayton,0
2016-07-03,0.84,330182,4595,168217,6496,150873,28096,118272,4504,2016,CincinnatiDayton,0
2016-06-26,0.92,280229,4553,161667,9805,104203,24577,75549,4077,2016,CincinnatiDayton,0
2016-06-19,0.91,311127,7033,154162,14007,135924,25143,105248,5532,2016,CincinnatiDayton,0
2016-06-12,1.05,237773,7943,149994,7051,72784,23417,46347,3019,2016,CincinnatiDayton,0
2016-06-05,0.85,310345,4642,174172,23750,107779,19176,81916,6686,2016,CincinnatiDayton,0
2016-05-29,0.84,268328,4644,164356,7148,92179,20884,69163,2131,2016,CincinnatiDayton,0
2016-05-22,0.82,250387,4092,144150,6810,95334,18281,74251,2800,2016,CincinnatiDayton,0
2016-05-15,0.88,250333,3505,151116,21963,73747,14077,53944,5725,2016,CincinnatiDayton,0
2016-05-08,0.86,314243,4411,183121,17789,108920,17361,87869,3688,2016,CincinnatiDayton,0
2016-05-01,0.94,233581,4132,156007,9601,63838,17965,44324,1549,2016,CincinnatiDayton,0
2016-04-24,0.94,218247,4307,141433,9484,63021,19112,41934,1974,2016,CincinnatiDayton,0
2016-04-17,0.93,228211,3369,141000,25464,58377,16055,36551,5770,2016,CincinnatiDayton,0
2016-04-10,0.89,210309,4234,125252,8960,71862,21423,49093,1344,2016,CincinnatiDayton,0
2016-04-03,0.89,191169,3481,109917,10846,66924,13780,50468,2674,2016,CincinnatiDayton,0
2016-03-27,0.9,225485,3097,131467,16191,74729,18832,52163,3734,2016,CincinnatiDayton,0
2016-03-20,0.9,224942,3139,132074,16430,73298,18928,50472,3897,2016,CincinnatiDayton,0
2016-03-13,0.88,210904,3172,126850,7482,73399,19111,52395,1892,2016,CincinnatiDayton,0
2016-03-06,0.85,234512,3704,129150,24314,77342,17632,54219,5491,2016,CincinnatiDayton,0
2016-02-28,0.87,227593,4252,129161,16207,77972,18382,56152,3438,2016,CincinnatiDayton,0
2016-02-21,0.86,190349,3480,117328,5551,63988,17167,45673,1147,2016,CincinnatiDayton,0
2016-02-14,0.86,229211,3898,144374,8008,72929,18358,53192,1378,2016,CincinnatiDayton,0
2016-02-07,0.81,302337,4898,177380,30149,89909,22076,61180,6651,2016,CincinnatiDayton,0
2016-01-31,0.94,203005,3261,133276,12917,53550,16807,33496,3246,2016,CincinnatiDayton,0
2016-01-24,0.89,252317,1985,155256,23681,71394,19633,47199,4561,2016,CincinnatiDayton,0
2016-01-17,0.86,228860,3683,142145,7457,75574,20728,53232,1613,2016,CincinnatiDayton,0
2016-01-10,0.92,218906,3115,151374,7200,57217,17942,37684,1590,2016,CincinnatiDayton,0
2016-01-03,0.9,222534,2730,149327,18924,51550,12613,29550,9387,2016,CincinnatiDayton,0
2016-12-25,1.07,136733,54284,24334,1538,56576,55083,1459,33,2016,Columbus,0
2016-12-18,1.06,131322,55604,31791,2522,41403,38839,2461,102,2016,Columbus,0
2016-12-11,0.98,144354,79158,19836,1302,44057,41890,2155,11,2016,Columbus,0
2016-12-04,0.84,237639,108397,42477,5532,81232,76008,5158,65,2016,Columbus,0
2016-11-27,1.1,134305,58518,19133,1296,55357,53684,1671,1,2016,Columbus,0
2016-11-20,1.33,117299,50017,21270,1335,44675,43073,1601,0,2016,Columbus,0
2016-11-13,1.38,116814,52996,26129,1460,36228,34146,2082,0,2016,Columbus,0
2016-11-06,1.41,114207,55230,23397,1603,33976,32556,1419,0,2016,Columbus,0
2016-10-30,1.1,138565,75422,16016,1373,45753,43902,1850,0,2016,Columbus,0
2016-10-23,1.11,156831,84696,21559,1763,48812,46730,2081,0,2016,Columbus,0
2016-10-16,1.31,123388,53963,22128,1875,45421,43150,2270,0,2016,Columbus,0
2016-10-09,1.33,120833,55586,23318,1900,40026,36596,3430,0,2016,Columbus,0
2016-10-02,1.3,123300,54053,25747,2077,41422,36952,4469,0,2016,Columbus,0
2016-09-25,1.14,151978,70129,37333,2426,42089,41377,711,0,2016,Columbus,0
2016-09-18,1.07,167438,85331,26634,2505,52966,51334,1631,0,2016,Columbus,0
2016-09-11,1.06,177299,89423,25412,2345,60118,58343,1755,20,2016,Columbus,0
2016-09-04,1.06,161362,73011,29161,2616,56572,55935,466,171,2016,Columbus,0
2016-08-28,1.07,168757,71113,34419,2593,60631,57069,1842,1720,2016,Columbus,0
2016-08-21,1.2,154116,69616,33284,2841,48373,42940,4122,1310,2016,Columbus,0
2016-08-14,1.17,166462,71827,34064,3156,57414,53549,3864,0,2016,Columbus,0
2016-08-07,1.18,164281,70942,37215,3955,52167,38682,13474,10,2016,Columbus,0
2016-07-31,1.21,153804,71526,31744,4294,46239,38377,7260,600,2016,Columbus,0
2016-07-24,1.15,173335,73713,34227,6083,59311,46627,8564,4119,2016,Columbus,0
2016-07-17,1.18,160413,69177,38319,6345,46571,38846,2931,4793,2016,Columbus,0
2016-07-10,1.06,170762,80019,36096,5812,48833,32848,11536,4447,2016,Columbus,0
2016-07-03,0.94,234975,118888,38361,6699,71026,62163,4656,4206,2016,Columbus,0
2016-06-26,1.04,201923,99552,37201,10852,54316,45985,4847,3482,2016,Columbus,0
2016-06-19,1.13,172220,64425,36827,15000,55966,45124,6081,4761,2016,Columbus,0
2016-06-12,1.13,163638,65443,32052,8090,58052,49307,6081,2663,2016,Columbus,0
2016-06-05,1.07,175046,62727,38734,25833,47750,35846,6408,5495,2016,Columbus,0
2016-05-29,0.93,201747,95063,36787,7985,61912,53230,6885,1795,2016,Columbus,0
2016-05-22,0.83,210263,105959,37763,6777,59762,48049,9991,1720,2016,Columbus,0
2016-05-15,0.84,202002,76164,47725,21036,57074,33941,18532,4600,2016,Columbus,0
2016-05-08,0.9,201205,90444,46435,19164,45161,26507,15137,3516,2016,Columbus,0
2016-05-01,0.71,224515,111020,47074,9592,56828,48051,7485,1290,2016,Columbus,0
2016-04-24,0.72,242277,132004,35758,10151,64362,54682,8238,1441,2016,Columbus,0
2016-04-17,0.97,172183,56381,48784,27374,39643,27199,7590,4854,2016,Columbus,0
